id,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
2872,-122.16,38.05,34.0,2434.0,428.0,926.0,423.0,4.6776,NEAR BAY,208300.0
2873,-116.22,36.0,14.0,1372.0,386.0,436.0,213.0,1.1471,INLAND,32900.0
2874,-117.14,32.79,35.0,3578.0,582.0,1568.0,553.0,4.7813,NEAR OCEAN,188600.0
2875,-121.6,39.15,19.0,1396.0,336.0,940.0,309.0,1.5208,INLAND,70300.0
2876,-121.94,37.35,52.0,906.0,227.0,1662.0,219.0,3.1667,<1H OCEAN,231600.0
2877,-118.15,34.15,52.0,275.0,123.0,273.0,111.0,1.1667,<1H OCEAN,500001.0
2878,-117.93,33.85,27.0,1962.0,544.0,1492.0,481.0,1.9621,<1H OCEAN,118100.0
2879,-122.71,37.9,23.0,1250.0,257.0,437.0,188.0,3.115,NEAR OCEAN,242600.0
2880,-118.37,33.95,32.0,1067.0,286.0,1053.0,277.0,2.8438,<1H OCEAN,181700.0
2881,-118.28,33.74,44.0,1853.0,556.0,2090.0,539.0,1.8584,NEAR OCEAN,248100.0
2882,-121.89,38.01,32.0,1000.0,188.0,663.0,212.0,4.0972,INLAND,99200.0
2883,-121.82,38.01,50.0,1120.0,281.0,625.0,239.0,1.5988,INLAND,96400.0
2884,-117.23,32.99,17.0,2718.0,326.0,1011.0,319.0,15.0001,NEAR OCEAN,500001.0
2885,-120.87,37.64,40.0,1010.0,155.0,488.0,157.0,3.8984,INLAND,170500.0
2886,-117.7,33.57,9.0,1204.0,355.0,469.0,293.0,3.6196,<1H OCEAN,119900.0
2887,-118.52,34.19,37.0,1892.0,347.0,1039.0,343.0,4.8295,<1H OCEAN,212100.0
2888,-118.31,34.05,40.0,1667.0,365.0,1161.0,384.0,3.1406,<1H OCEAN,417600.0
2889,-117.92,34.03,32.0,1819.0,375.0,1728.0,375.0,3.975,<1H OCEAN,162400.0
2890,-121.55,38.59,36.0,435.0,95.0,285.0,90.0,1.2292,INLAND,69600.0
2891,-117.07,32.78,26.0,3725.0,623.0,1516.0,627.0,4.7143,NEAR OCEAN,268300.0
2892,-121.49,38.56,42.0,900.0,239.0,506.0,231.0,1.2813,INLAND,87500.0
2893,-118.03,33.77,24.0,3810.0,579.0,1818.0,590.0,5.8053,<1H OCEAN,255900.0
2894,-117.77,33.76,19.0,3532.0,402.0,1200.0,426.0,11.0124,<1H OCEAN,500001.0
2895,-117.21,33.34,10.0,5294.0,817.0,2312.0,810.0,5.4563,<1H OCEAN,325700.0
2896,-122.44,37.75,52.0,2082.0,425.0,801.0,411.0,4.2708,NEAR BAY,368900.0
2897,-119.53,34.4,14.0,1671.0,383.0,1079.0,365.0,3.1389,<1H OCEAN,248700.0
2898,-122.28,37.83,52.0,1511.0,390.0,901.0,403.0,1.4103,NEAR BAY,103900.0
2899,-117.96,33.68,24.0,6517.0,1279.0,3441.0,1198.0,4.25,<1H OCEAN,152100.0
2900,-120.84,38.81,11.0,1280.0,286.0,609.0,248.0,3.1635,INLAND,132600.0
2901,-118.61,34.19,28.0,3824.0,749.0,1790.0,701.0,4.1154,<1H OCEAN,246400.0
2902,-118.13,33.79,20.0,6678.0,1797.0,3625.0,1599.0,3.7716,NEAR OCEAN,242900.0
2903,-118.1,33.82,36.0,2422.0,420.0,1193.0,421.0,4.8462,<1H OCEAN,225700.0
2904,-122.19,37.75,28.0,856.0,189.0,435.0,162.0,0.8012,NEAR BAY,81800.0
2905,-118.44,34.2,35.0,1717.0,478.0,1628.0,495.0,2.5197,<1H OCEAN,225600.0
2906,-122.4,40.71,22.0,2390.0,484.0,1131.0,452.0,2.1458,INLAND,84700.0
2907,-121.02,39.17,17.0,2277.0,459.0,1149.0,476.0,3.2303,INLAND,149500.0
2908,-118.2,33.78,48.0,1766.0,497.0,1908.0,466.0,1.9872,NEAR OCEAN,168800.0
2909,-122.03,36.96,32.0,2182.0,406.0,1122.0,370.0,3.52,NEAR OCEAN,284200.0
2910,-122.12,37.7,19.0,2495.0,635.0,1571.0,579.0,2.5833,NEAR BAY,159900.0
2911,-122.54,37.94,26.0,3990.0,804.0,1550.0,792.0,5.1834,NEAR BAY,405500.0
2912,-121.27,38.65,33.0,1984.0,289.0,842.0,276.0,5.2949,INLAND,173300.0
2913,-118.31,34.18,11.0,3112.0,890.0,1700.0,851.0,3.1587,<1H OCEAN,181300.0
2914,-117.78,34.05,39.0,2933.0,590.0,1886.0,550.0,3.9224,INLAND,131300.0
2915,-117.5,33.95,29.0,932.0,153.0,711.0,172.0,4.8214,INLAND,143400.0
2916,-118.25,34.01,45.0,782.0,270.0,1030.0,235.0,1.0898,<1H OCEAN,93400.0
2917,-122.02,37.24,28.0,2796.0,365.0,1085.0,363.0,10.6834,<1H OCEAN,500001.0
2918,-121.24,38.0,25.0,1471.0,300.0,721.0,304.0,2.4688,INLAND,126800.0
2919,-117.51,34.02,24.0,7779.0,1835.0,3996.0,1765.0,2.1764,INLAND,135300.0
2920,-117.64,33.88,13.0,8010.0,1366.0,3920.0,1309.0,5.536,<1H OCEAN,204800.0
2921,-119.55,36.7,31.0,1671.0,372.0,1371.0,347.0,2.3687,INLAND,63900.0
2922,-118.17,33.84,45.0,1853.0,328.0,945.0,320.0,5.0787,<1H OCEAN,219200.0
2923,-118.03,33.78,26.0,2001.0,302.0,836.0,298.0,5.1061,<1H OCEAN,257500.0
2924,-117.04,32.81,12.0,2880.0,406.0,1381.0,418.0,6.5412,<1H OCEAN,254200.0
2925,-117.89,34.12,35.0,1470.0,241.0,885.0,246.0,4.9239,<1H OCEAN,168800.0
2926,-118.29,33.89,35.0,2810.0,614.0,1578.0,601.0,3.59,<1H OCEAN,200600.0
2927,-120.27,37.12,36.0,1219.0,258.0,639.0,245.0,1.9464,INLAND,57000.0
2928,-117.92,33.87,33.0,1597.0,,1888.0,423.0,3.055,<1H OCEAN,157800.0
2929,-117.9,34.11,23.0,4776.0,1316.0,4797.0,1187.0,2.1667,<1H OCEAN,142600.0
2930,-117.7,33.92,4.0,8301.0,1333.0,3941.0,1236.0,6.2141,<1H OCEAN,252200.0
2931,-119.14,36.23,22.0,2935.0,523.0,1927.0,530.0,2.5875,INLAND,70400.0
2932,-121.43,38.69,28.0,927.0,165.0,542.0,148.0,2.5,INLAND,96200.0
2933,-117.88,33.89,16.0,959.0,176.0,353.0,185.0,4.5,<1H OCEAN,173300.0
2934,-117.3,34.13,52.0,1859.0,395.0,968.0,333.0,1.2034,INLAND,79500.0
2935,-121.3,38.75,36.0,3903.0,885.0,2313.0,804.0,2.655,INLAND,86300.0
2936,-119.28,37.11,34.0,1901.0,394.0,171.0,73.0,3.0729,INLAND,144600.0
2937,-120.45,34.65,27.0,2253.0,382.0,1197.0,384.0,3.3203,NEAR OCEAN,134700.0
2938,-118.24,34.22,36.0,2507.0,517.0,1232.0,470.0,5.529,<1H OCEAN,241300.0
2939,-121.28,38.03,11.0,3585.0,729.0,2769.0,715.0,3.0907,INLAND,94100.0
2940,-117.04,32.64,5.0,2329.0,542.0,1213.0,514.0,4.0298,NEAR OCEAN,225600.0
2941,-122.24,37.75,45.0,891.0,,384.0,146.0,4.9489,NEAR BAY,247100.0
2942,-121.81,37.24,21.0,3250.0,610.0,1978.0,568.0,4.5,<1H OCEAN,234400.0
2943,-119.83,36.75,33.0,662.0,183.0,607.0,181.0,1.3929,INLAND,55600.0
2944,-122.93,41.48,20.0,4288.0,789.0,1800.0,660.0,2.723,INLAND,79600.0
2945,-117.31,34.25,29.0,4610.0,,1569.0,592.0,2.7663,INLAND,97900.0
2946,-121.65,39.13,11.0,4833.0,944.0,2336.0,841.0,2.6842,INLAND,89100.0
2947,-117.46,34.06,24.0,2831.0,478.0,1582.0,435.0,4.3397,INLAND,195600.0
2948,-119.21,34.26,23.0,2887.0,540.0,1508.0,518.0,3.3452,NEAR OCEAN,217600.0
2949,-118.21,33.98,35.0,1705.0,562.0,2212.0,539.0,2.325,<1H OCEAN,161500.0
2950,-120.76,37.44,18.0,2003.0,398.0,1333.0,411.0,2.7562,INLAND,90500.0
2951,-122.44,37.79,52.0,2045.0,353.0,722.0,327.0,8.0755,NEAR BAY,500001.0
2952,-122.06,37.96,37.0,1784.0,313.0,788.0,304.0,4.2917,NEAR BAY,189600.0
2953,-117.07,33.12,32.0,2474.0,499.0,1224.0,461.0,2.7216,<1H OCEAN,146300.0
2954,-117.9,33.97,23.0,7353.0,1255.0,4014.0,1124.0,5.4155,<1H OCEAN,213200.0
2955,-122.02,37.38,43.0,1261.0,317.0,836.0,333.0,4.0911,<1H OCEAN,224600.0
2956,-118.26,34.1,52.0,1310.0,263.0,689.0,208.0,4.0721,<1H OCEAN,350000.0
2957,-117.05,32.61,26.0,1563.0,286.0,1145.0,313.0,3.8615,NEAR OCEAN,139300.0
2958,-121.38,38.41,10.0,3425.0,629.0,1538.0,587.0,4.45,INLAND,138700.0
2959,-117.81,33.77,31.0,4624.0,624.0,1852.0,635.0,7.2392,<1H OCEAN,334600.0
2960,-117.1,32.74,20.0,3854.0,1046.0,3555.0,966.0,1.6747,NEAR OCEAN,100000.0
2961,-121.94,36.99,11.0,4571.0,924.0,2004.0,847.0,4.2898,NEAR OCEAN,221700.0
2962,-119.67,36.73,27.0,2845.0,417.0,1219.0,460.0,4.9196,INLAND,117900.0
2963,-122.16,37.71,36.0,666.0,132.0,366.0,134.0,3.4643,NEAR BAY,175000.0
2964,-116.52,33.84,17.0,4465.0,859.0,853.0,445.0,3.6875,INLAND,130400.0
2965,-117.05,32.67,16.0,2168.0,343.0,1589.0,338.0,5.4863,NEAR OCEAN,153800.0
2966,-117.9,33.9,18.0,3821.0,576.0,1430.0,568.0,6.9399,<1H OCEAN,349600.0
2967,-118.32,34.05,42.0,3343.0,1183.0,3480.0,1146.0,1.9923,<1H OCEAN,250000.0
2968,-122.08,37.39,46.0,1115.0,248.0,543.0,248.0,3.2083,NEAR BAY,334300.0
2969,-121.75,36.96,19.0,3461.0,634.0,2790.0,607.0,4.7569,<1H OCEAN,190800.0
2970,-118.21,33.96,39.0,2050.0,529.0,1959.0,485.0,2.1389,<1H OCEAN,168900.0
2971,-122.2,38.1,5.0,9567.0,1729.0,4620.0,1580.0,4.4821,NEAR BAY,210000.0
2972,-123.22,39.28,16.0,5569.0,1106.0,3148.0,1088.0,3.1455,<1H OCEAN,142900.0
2973,-117.69,33.58,8.0,2887.0,351.0,1176.0,351.0,10.3953,<1H OCEAN,500001.0
2974,-118.37,33.95,35.0,924.0,349.0,1376.0,358.0,2.2297,<1H OCEAN,262500.0
2975,-122.19,37.43,39.0,2392.0,420.0,937.0,406.0,6.6136,NEAR OCEAN,472800.0
2976,-121.81,37.41,25.0,2496.0,351.0,1034.0,367.0,7.0544,<1H OCEAN,320700.0
2977,-121.28,38.53,18.0,224.0,38.0,95.0,41.0,3.1042,INLAND,165000.0
2978,-122.03,37.86,29.0,3025.0,477.0,1035.0,452.0,6.112,NEAR BAY,390600.0
2979,-117.08,33.14,15.0,1497.0,250.0,827.0,239.0,4.3846,<1H OCEAN,154200.0
2980,-118.0,33.84,29.0,2641.0,637.0,2413.0,619.0,2.8169,<1H OCEAN,165100.0
2981,-117.31,34.02,18.0,1634.0,274.0,899.0,285.0,5.2139,INLAND,129300.0
2982,-121.06,39.04,15.0,1999.0,287.0,585.0,246.0,5.5161,INLAND,361900.0
2983,-122.1,37.96,20.0,3796.0,650.0,1679.0,611.0,4.3571,NEAR BAY,228200.0
2984,-121.03,39.05,12.0,1875.0,307.0,806.0,283.0,3.9185,INLAND,195200.0
2985,-118.61,34.21,41.0,1058.0,228.0,778.0,245.0,3.3534,<1H OCEAN,180500.0
2986,-117.95,33.78,32.0,2296.0,560.0,1376.0,532.0,3.7303,<1H OCEAN,188500.0
2987,-118.16,33.77,30.0,2800.0,757.0,1292.0,742.0,2.7614,NEAR OCEAN,272200.0
2988,-117.89,34.49,12.0,3449.0,598.0,1502.0,540.0,3.7043,INLAND,150800.0
2989,-119.37,36.47,26.0,337.0,69.0,277.0,73.0,2.3438,INLAND,100000.0
2990,-118.09,33.83,36.0,2734.0,448.0,1308.0,441.0,5.9265,<1H OCEAN,227300.0
2991,-117.47,34.07,24.0,1017.0,227.0,568.0,187.0,1.5972,INLAND,112500.0
2992,-122.87,38.62,18.0,2721.0,557.0,1667.0,539.0,3.1875,<1H OCEAN,176100.0
2993,-122.26,38.0,5.0,6265.0,908.0,3326.0,872.0,6.2073,NEAR BAY,272900.0
2994,-122.2,37.8,43.0,3045.0,499.0,1115.0,455.0,4.9559,NEAR BAY,273000.0
2995,-118.42,34.3,29.0,3334.0,712.0,2919.0,718.0,3.6548,<1H OCEAN,180300.0
2996,-117.7,34.05,24.0,2834.0,470.0,1815.0,471.0,4.7357,INLAND,162500.0
2997,-117.98,33.81,35.0,897.0,156.0,479.0,161.0,5.152,<1H OCEAN,215600.0
2998,-118.16,34.18,48.0,568.0,145.0,559.0,135.0,2.4135,<1H OCEAN,135700.0
2999,-122.3,37.93,34.0,2254.0,357.0,715.0,306.0,4.5,NEAR BAY,304000.0
3000,-117.88,34.09,29.0,3416.0,790.0,2223.0,728.0,3.5109,<1H OCEAN,186000.0
3001,-122.05,36.96,30.0,971.0,185.0,644.0,173.0,4.2045,NEAR OCEAN,226500.0
3002,-118.14,34.06,27.0,5257.0,1082.0,3496.0,1036.0,3.3906,<1H OCEAN,237200.0
3003,-121.03,37.65,37.0,375.0,58.0,120.0,37.0,3.9844,INLAND,150000.0
3004,-121.46,38.54,48.0,1001.0,205.0,605.0,175.0,1.8333,INLAND,58200.0
3005,-116.62,32.86,18.0,4115.0,847.0,2032.0,745.0,4.0159,<1H OCEAN,169100.0
3006,-122.72,38.45,41.0,1743.0,373.0,780.0,357.0,3.1467,<1H OCEAN,175500.0
3007,-119.84,36.85,8.0,3791.0,487.0,1424.0,475.0,10.5144,INLAND,345900.0
3008,-116.77,33.92,19.0,2307.0,525.0,1266.0,437.0,1.6875,INLAND,63000.0
3009,-122.01,37.39,16.0,3015.0,829.0,1769.0,807.0,4.0068,<1H OCEAN,249500.0
3010,-118.06,33.83,21.0,3941.0,655.0,1897.0,670.0,4.88,<1H OCEAN,343900.0
3011,-118.32,33.89,44.0,1300.0,252.0,695.0,249.0,5.1669,<1H OCEAN,220600.0
3012,-118.03,33.83,25.0,3030.0,532.0,1668.0,509.0,4.625,<1H OCEAN,229600.0
3013,-122.47,37.74,52.0,2055.0,265.0,735.0,252.0,8.1189,NEAR BAY,500001.0
3014,-123.79,39.44,36.0,1330.0,273.0,761.0,286.0,2.7813,<1H OCEAN,105800.0
3015,-122.09,37.63,34.0,1457.0,242.0,735.0,249.0,3.9167,NEAR BAY,189500.0
3016,-118.11,33.9,35.0,2604.0,495.0,1465.0,470.0,4.4896,<1H OCEAN,184600.0
3017,-118.1,33.9,43.0,1237.0,243.0,776.0,246.0,4.325,<1H OCEAN,166000.0
3018,-122.29,37.84,35.0,1872.0,419.0,1017.0,414.0,2.2106,NEAR BAY,132500.0
3019,-119.49,37.1,24.0,2532.0,555.0,1564.0,507.0,2.3359,INLAND,92400.0
3020,-117.18,34.06,28.0,699.0,180.0,432.0,168.0,2.1875,INLAND,81900.0
3021,-122.34,37.99,42.0,1531.0,326.0,1271.0,377.0,2.6167,NEAR BAY,85100.0
3022,-118.32,34.04,39.0,1294.0,330.0,1140.0,313.0,2.2554,<1H OCEAN,165000.0
3023,-118.34,34.04,40.0,2064.0,662.0,2140.0,617.0,2.2254,<1H OCEAN,127100.0
3024,-122.3,37.88,45.0,453.0,146.0,749.0,137.0,1.475,NEAR BAY,187500.0
3025,-118.03,33.96,37.0,1745.0,365.0,1022.0,368.0,4.0536,<1H OCEAN,171400.0
3026,-118.4,34.22,43.0,1220.0,222.0,729.0,230.0,3.6442,<1H OCEAN,186300.0
3027,-122.42,37.6,34.0,3562.0,565.0,1542.0,563.0,5.8783,NEAR OCEAN,405100.0
3028,-122.43,37.74,52.0,1514.0,314.0,724.0,301.0,5.3292,NEAR BAY,300900.0
3029,-118.27,34.09,52.0,3225.0,763.0,1559.0,710.0,3.9674,<1H OCEAN,268800.0
3030,-115.56,32.8,15.0,1171.0,328.0,1024.0,298.0,1.3882,INLAND,69400.0
3031,-119.12,35.33,4.0,8574.0,1489.0,4250.0,1444.0,5.1036,INLAND,103400.0
3032,-120.13,36.87,32.0,2089.0,468.0,1765.0,427.0,2.234,INLAND,61700.0
3033,-122.55,37.98,31.0,3807.0,828.0,1581.0,795.0,3.293,NEAR BAY,337500.0
3034,-118.57,34.22,27.0,2795.0,606.0,1702.0,586.0,3.7798,<1H OCEAN,258400.0
3035,-121.85,37.28,17.0,4208.0,954.0,1476.0,904.0,2.3971,<1H OCEAN,87500.0
3036,-118.27,34.11,41.0,4138.0,1130.0,1859.0,1030.0,2.978,<1H OCEAN,306800.0
3037,-117.09,32.69,20.0,1102.0,205.0,852.0,217.0,3.1833,NEAR OCEAN,108300.0
3038,-117.31,34.08,37.0,953.0,231.0,611.0,230.0,1.9926,INLAND,81500.0
3039,-121.86,37.0,16.0,8638.0,1392.0,3706.0,1251.0,5.503,<1H OCEAN,351800.0
3040,-119.85,36.74,35.0,1191.0,190.0,537.0,182.0,3.5375,INLAND,96700.0
3041,-117.87,33.76,37.0,4943.0,851.0,2164.0,788.0,4.1071,<1H OCEAN,311300.0
3042,-118.29,33.94,47.0,1782.0,338.0,1003.0,329.0,2.5398,<1H OCEAN,105700.0
3043,-118.1,34.12,49.0,3783.0,579.0,1601.0,539.0,6.3013,<1H OCEAN,500001.0
3044,-121.38,36.84,6.0,3769.0,669.0,2061.0,648.0,4.1875,INLAND,217600.0
3045,-121.3,38.64,20.0,5001.0,830.0,2330.0,830.0,4.0833,INLAND,160000.0
3046,-118.21,33.79,44.0,121.0,29.0,153.0,30.0,2.1964,NEAR OCEAN,150000.0
3047,-117.74,34.02,33.0,2318.0,464.0,1904.0,451.0,3.7454,INLAND,116400.0
3048,-121.99,37.34,27.0,3353.0,653.0,1571.0,621.0,5.273,<1H OCEAN,315600.0
3049,-122.46,37.78,52.0,2051.0,552.0,1400.0,510.0,3.2396,NEAR BAY,375000.0
3050,-121.48,37.77,19.0,2364.0,373.0,1264.0,390.0,5.0176,INLAND,274200.0
3051,-121.24,38.75,5.0,9137.0,1368.0,3667.0,1294.0,5.4896,INLAND,229600.0
3052,-117.94,33.85,37.0,588.0,121.0,436.0,104.0,4.275,<1H OCEAN,186200.0
3053,-120.62,37.37,8.0,2608.0,428.0,1530.0,435.0,3.968,INLAND,102100.0
3054,-122.32,40.57,15.0,2524.0,449.0,1374.0,467.0,3.3816,INLAND,93800.0
3055,-117.83,33.75,22.0,6433.0,1174.0,2703.0,1125.0,4.9957,<1H OCEAN,296400.0
3056,-117.18,32.69,52.0,1837.0,313.0,668.0,300.0,5.1009,NEAR OCEAN,500001.0
3057,-117.06,32.58,13.0,3435.0,708.0,1761.0,699.0,3.4792,NEAR OCEAN,107600.0
3058,-122.25,37.79,51.0,175.0,43.0,228.0,55.0,2.1,NEAR BAY,75000.0
3059,-118.29,34.25,19.0,1988.0,594.0,1399.0,527.0,2.4727,<1H OCEAN,175000.0
3060,-122.23,40.2,17.0,762.0,138.0,322.0,139.0,4.2917,INLAND,128800.0
3061,-121.44,38.5,27.0,2527.0,439.0,1089.0,415.0,4.088,INLAND,96800.0
3062,-118.27,33.95,34.0,1261.0,315.0,1027.0,303.0,2.2946,<1H OCEAN,88800.0
3063,-119.41,36.68,18.0,1802.0,332.0,945.0,292.0,3.4044,INLAND,115300.0
3064,-118.27,34.03,50.0,395.0,232.0,948.0,243.0,1.7546,<1H OCEAN,175000.0
3065,-118.17,33.98,41.0,428.0,111.0,585.0,139.0,3.1786,<1H OCEAN,132100.0
3066,-118.99,35.37,36.0,832.0,198.0,814.0,174.0,1.4773,INLAND,57400.0
3067,-122.12,37.44,33.0,2974.0,623.0,1435.0,588.0,5.485,NEAR BAY,406300.0
3068,-122.3,37.57,36.0,1973.0,352.0,1169.0,370.0,5.033,NEAR BAY,270900.0
3069,-121.49,38.53,42.0,1468.0,281.0,571.0,271.0,3.3906,INLAND,124200.0
3070,-121.08,38.93,14.0,4239.0,824.0,1729.0,794.0,2.4278,INLAND,167700.0
3071,-121.03,37.33,27.0,1333.0,230.0,730.0,229.0,3.06,INLAND,106000.0
3072,-118.35,33.91,29.0,2461.0,535.0,1236.0,482.0,4.8409,<1H OCEAN,244000.0
3073,-121.44,38.61,34.0,172.0,38.0,149.0,55.0,2.6442,INLAND,55000.0
3074,-118.47,34.03,29.0,3287.0,882.0,1523.0,823.0,3.7381,<1H OCEAN,290600.0
3075,-116.46,33.82,6.0,4863.0,920.0,3010.0,828.0,3.9508,INLAND,104200.0
3076,-119.14,34.49,17.0,321.0,44.0,92.0,39.0,7.75,<1H OCEAN,375000.0
3077,-121.45,38.57,52.0,2006.0,412.0,825.0,384.0,3.2963,INLAND,236100.0
3078,-122.31,38.01,18.0,4123.0,874.0,1895.0,772.0,3.2759,NEAR BAY,195000.0
3079,-118.31,34.06,34.0,1848.0,667.0,1351.0,589.0,2.0547,<1H OCEAN,410000.0
3080,-122.44,37.76,52.0,2110.0,454.0,816.0,438.0,3.9079,NEAR BAY,370000.0
3081,-118.43,34.22,34.0,2300.0,429.0,1447.0,455.0,4.2656,<1H OCEAN,233700.0
3082,-118.4,34.05,26.0,4473.0,923.0,1518.0,805.0,5.0762,<1H OCEAN,500001.0
3083,-121.71,38.72,32.0,710.0,155.0,550.0,154.0,2.8882,INLAND,151400.0
3084,-118.64,34.22,25.0,2762.0,410.0,1166.0,439.0,6.8643,<1H OCEAN,333700.0
3085,-122.27,37.82,43.0,1868.0,456.0,1061.0,407.0,1.5045,NEAR BAY,93800.0
3086,-118.83,34.14,16.0,1316.0,194.0,450.0,173.0,10.1597,NEAR OCEAN,500001.0
3087,-117.92,33.91,33.0,2868.0,382.0,1204.0,412.0,6.1825,<1H OCEAN,336900.0
3088,-118.23,33.94,35.0,1090.0,267.0,1339.0,263.0,2.1607,<1H OCEAN,97600.0
3089,-121.34,37.97,33.0,2493.0,454.0,1203.0,436.0,3.765,INLAND,94600.0
3090,-122.65,38.37,15.0,1848.0,280.0,786.0,282.0,5.7204,<1H OCEAN,344100.0
3091,-122.62,38.25,24.0,2388.0,358.0,1187.0,362.0,4.6534,<1H OCEAN,196500.0
3092,-121.46,38.7,32.0,965.0,183.0,568.0,188.0,3.8611,INLAND,93900.0
3093,-117.27,33.2,34.0,1852.0,322.0,978.0,332.0,4.3542,<1H OCEAN,156900.0
3094,-117.32,33.8,11.0,3196.0,576.0,1757.0,552.0,4.0982,INLAND,173300.0
3095,-122.22,37.46,37.0,2586.0,495.0,1208.0,502.0,4.3214,NEAR OCEAN,342700.0
3096,-122.09,37.63,36.0,1570.0,274.0,992.0,249.0,5.3644,NEAR BAY,168800.0
3097,-122.06,37.71,36.0,3541.0,570.0,1478.0,529.0,4.635,NEAR BAY,248600.0
3098,-118.44,34.09,36.0,3129.0,392.0,862.0,334.0,15.0001,<1H OCEAN,500001.0
3099,-118.14,33.89,37.0,1159.0,238.0,740.0,243.0,4.9107,<1H OCEAN,179600.0
3100,-117.97,33.94,36.0,1870.0,338.0,947.0,324.0,4.1205,<1H OCEAN,217000.0
3101,-119.35,36.52,39.0,3027.0,608.0,2199.0,592.0,2.6445,INLAND,62000.0
3102,-117.91,34.11,20.0,3158.0,684.0,2396.0,713.0,3.525,<1H OCEAN,153000.0
3103,-118.39,33.89,38.0,1851.0,332.0,750.0,314.0,7.3356,<1H OCEAN,422700.0
3104,-122.07,37.58,16.0,1644.0,251.0,1033.0,267.0,6.5116,NEAR BAY,244300.0
3105,-119.78,36.72,22.0,354.0,121.0,530.0,115.0,2.1458,INLAND,34400.0
3106,-120.01,38.91,17.0,2732.0,609.0,1005.0,499.0,1.9851,INLAND,86700.0
3107,-118.44,34.25,33.0,1121.0,231.0,1038.0,236.0,4.8958,<1H OCEAN,173700.0
3108,-117.91,33.65,14.0,2598.0,759.0,1584.0,703.0,4.0417,<1H OCEAN,180900.0
3109,-118.22,34.13,40.0,2749.0,580.0,1375.0,511.0,4.825,<1H OCEAN,205800.0
3110,-120.66,35.47,18.0,2474.0,449.0,1269.0,431.0,3.9063,<1H OCEAN,184800.0
3111,-117.07,33.12,21.0,4578.0,927.0,2818.0,900.0,3.1458,<1H OCEAN,187700.0
3112,-120.06,36.96,44.0,1288.0,295.0,723.0,287.0,1.6534,INLAND,61400.0
3113,-117.74,33.61,16.0,2753.0,576.0,857.0,546.0,3.7422,<1H OCEAN,229800.0
3114,-122.01,37.28,22.0,2038.0,260.0,773.0,281.0,9.1569,<1H OCEAN,500001.0
3115,-121.92,37.32,31.0,1902.0,554.0,1485.0,494.0,2.4207,<1H OCEAN,165600.0
3116,-121.33,38.56,17.0,3608.0,682.0,1694.0,666.0,3.311,INLAND,109400.0
3117,-118.27,34.06,30.0,1771.0,788.0,2188.0,764.0,1.5885,<1H OCEAN,154200.0
3118,-118.3,34.06,20.0,1782.0,896.0,1749.0,823.0,2.2094,<1H OCEAN,75000.0
3119,-117.4,33.93,35.0,1468.0,298.0,1168.0,261.0,2.2222,INLAND,81300.0
3120,-117.98,33.81,28.0,3528.0,816.0,2304.0,764.0,2.582,<1H OCEAN,181800.0
3121,-117.04,32.79,23.0,2491.0,350.0,863.0,348.0,6.7196,<1H OCEAN,306800.0
3122,-121.95,36.61,31.0,1736.0,250.0,497.0,170.0,6.3835,NEAR OCEAN,407800.0
3123,-122.43,37.74,52.0,3328.0,653.0,1260.0,614.0,4.7437,NEAR BAY,331000.0
3124,-122.1,37.61,35.0,2361.0,458.0,1727.0,467.0,4.5281,NEAR BAY,173600.0
3125,-116.76,32.74,14.0,4085.0,751.0,2129.0,688.0,4.7367,<1H OCEAN,214500.0
3126,-117.97,33.84,18.0,1063.0,209.0,462.0,223.0,2.8348,<1H OCEAN,219000.0
3127,-118.33,33.99,44.0,1918.0,387.0,1041.0,364.0,2.8542,<1H OCEAN,126500.0
3128,-121.84,37.35,20.0,3375.0,867.0,4610.0,860.0,2.6894,<1H OCEAN,182200.0
3129,-119.03,35.41,41.0,1808.0,435.0,1005.0,373.0,1.7857,INLAND,54300.0
3130,-121.04,37.68,28.0,1909.0,398.0,1140.0,380.0,2.3783,INLAND,81400.0
3131,-122.42,37.77,52.0,2185.0,656.0,1266.0,626.0,2.7794,NEAR BAY,350000.0
3132,-118.08,33.86,29.0,1018.0,235.0,684.0,248.0,3.3333,<1H OCEAN,198800.0
3133,-117.88,33.74,19.0,2261.0,642.0,3545.0,635.0,2.5224,<1H OCEAN,148500.0
3134,-118.41,34.21,35.0,1789.0,292.0,897.0,267.0,5.592,<1H OCEAN,239900.0
3135,-119.21,34.31,22.0,7548.0,1038.0,2855.0,1008.0,6.729,NEAR OCEAN,409300.0
3136,-121.37,38.63,30.0,5996.0,1018.0,2532.0,1049.0,4.6127,INLAND,151800.0
3137,-118.16,33.97,30.0,2419.0,715.0,3208.0,719.0,2.1743,<1H OCEAN,176000.0
3138,-120.64,35.15,7.0,7922.0,1442.0,2863.0,1197.0,4.849,<1H OCEAN,275000.0
3139,-118.31,34.09,36.0,787.0,420.0,1506.0,360.0,1.2412,<1H OCEAN,216700.0
3140,-118.07,34.07,31.0,1370.0,284.0,1062.0,277.0,3.5156,<1H OCEAN,199300.0
3141,-116.9,32.77,8.0,3600.0,492.0,1421.0,482.0,6.2609,<1H OCEAN,307100.0
3142,-122.1,37.39,31.0,1117.0,304.0,591.0,302.0,3.5909,NEAR BAY,353100.0
3143,-122.41,37.75,52.0,2452.0,623.0,1932.0,549.0,2.3903,NEAR BAY,236100.0
